Latitude (decimal degrees):	44.852
Longitude (decimal degrees):	11.207
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231027:0410,0.0,0.0,0.0,0.0,0.0,18.97,2.76,0.0
20231027:0510,0.0,0.0,0.0,0.0,0.0,18.07,2.34,0.0
20231027:0610,108.36,19.13,18.4,0.51,3.32,17.44,3.45,0.0
20231027:0710,1668.9,247.22,99.15,3.96,12.76,15.58,4.07,0.0
20231027:0810,1034.34,60.43,156.33,4.31,21.0,15.73,3.66,0.0
20231027:0910,3311.46,506.39,188.78,9.3,27.43,16.62,3.52,0.0
20231027:1010,4124.58,752.48,152.22,11.76,31.4,19.15,3.59,0.0
20231027:1110,4184.34,778.3,152.26,12.14,32.37,20.99,3.59,0.0
20231027:1210,3942.36,722.45,149.42,11.27,30.17,22.06,3.66,0.0
20231027:1310,3357.66,590.81,140.67,9.21,25.15,22.72,3.38,0.0
20231027:1410,2336.4,375.16,125.84,6.06,17.93,23.06,2.9,0.0
20231027:1510,1013.94,152.69,76.46,2.53,9.16,22.65,1.45,0.0
20231027:1610,0.0,0.0,0.0,0.0,0.0,21.17,2.21,0.0
20231027:1710,0.0,0.0,0.0,0.0,0.0,19.36,3.1,0.0
20231027:1810,0.0,0.0,0.0,0.0,0.0,18.4,3.72,0.0
20231027:1910,0.0,0.0,0.0,0.0,0.0,18.19,4.07,0.0
20231027:2010,0.0,0.0,0.0,0.0,0.0,17.76,3.66,0.0
20231027:2110,0.0,0.0,0.0,0.0,0.0,17.54,3.72,0.0
20231027:2210,0.0,0.0,0.0,0.0,0.0,17.59,3.79,0.0
20231027:2310,0.0,0.0,0.0,0.0,0.0,17.24,3.31,0.0
20231028:0010,0.0,0.0,0.0,0.0,0.0,16.65,2.62,0.0
20231028:0110,0.0,0.0,0.0,0.0,0.0,15.58,1.72,0.0
20231028:0210,0.0,0.0,0.0,0.0,0.0,14.39,1.17,0.0
20231028:0310,0.0,0.0,0.0,0.0,0.0,13.4,1.17,0.0
20231028:0410,0.0,0.0,0.0,0.0,0.0,12.7,0.97,0.0
20231028:0510,0.0,0.0,0.0,0.0,0.0,12.47,0.83,0.0
20231028:0610,108.54,20.56,16.59,0.47,3.08,12.12,0.9,0.0
20231028:0710,1675.86,256.38,98.68,3.96,12.5,14.7,0.21,0.0
20231028:0810,2789.04,467.15,135.88,7.35,20.71,16.86,0.34,0.0
20231028:0910,3524.04,637.96,153.81,10.06,27.12,18.48,0.62,0.0
20231028:1010,3920.34,738.46,162.43,11.67,31.07,19.6,0.97,0.0
20231028:1110,4010.88,773.36,160.22,12.11,32.03,20.63,0.97,0.0
20231028:1210,3798.0,717.32,155.89,11.22,29.84,21.19,1.03,0.0
20231028:1310,3088.74,523.01,164.13,8.78,24.84,21.38,0.83,0.0
20231028:1410,1242.0,119.82,148.26,4.38,17.64,21.36,0.69,0.0
20231028:1510,1061.52,162.14,76.41,2.53,8.89,21.07,0.76,0.0
20231028:1610,0.0,0.0,0.0,0.0,0.0,19.69,0.69,0.0
20231028:1710,0.0,0.0,0.0,0.0,0.0,17.15,1.38,0.0
20231028:1810,0.0,0.0,0.0,0.0,0.0,15.33,2.0,0.0
20231028:1910,0.0,0.0,0.0,0.0,0.0,14.66,2.07,0.0
20231028:2010,0.0,0.0,0.0,0.0,0.0,13.96,2.0,0.0
20231028:2110,0.0,0.0,0.0,0.0,0.0,13.56,2.21,0.0
20231028:2210,0.0,0.0,0.0,0.0,0.0,13.43,2.48,0.0
20231028:2310,0.0,0.0,0.0,0.0,0.0,13.56,2.55,0.0
20231029:0010,0.0,0.0,0.0,0.0,0.0,13.43,2.41,0.0
20231029:0110,0.0,0.0,0.0,0.0,0.0,13.24,2.21,0.0
20231029:0210,0.0,0.0,0.0,0.0,0.0,12.94,2.0,0.0
20231029:0310,0.0,0.0,0.0,0.0,0.0,12.55,1.72,0.0
20231029:0410,0.0,0.0,0.0,0.0,0.0,12.62,1.45,0.0
20231029:0510,0.0,0.0,0.0,0.0,0.0,11.81,1.59,0.0
20231029:0610,0.0,0.0,3.55,0.09,2.84,11.73,1.66,0.0
20231029:0710,710.28,61.72,93.12,2.59,12.24,13.31,1.66,0.0
20231029:0810,865.38,41.86,143.38,3.87,20.43,16.07,2.07,0.0
20231029:0910,1540.26,107.86,213.73,6.1,26.81,18.44,2.28,0.0
20231029:1010,1143.24,36.12,208.51,5.52,30.74,20.59,2.21,0.0
20231029:1110,732.9,3.59,160.3,4.07,31.7,21.91,2.14,0.0
20231029:1210,1676.04,120.2,236.77,6.79,29.52,22.43,2.0,0.0
20231029:1310,2018.58,220.29,210.51,6.77,24.53,22.72,2.07,0.0
20231029:1410,780.54,48.14,126.35,3.44,17.36,22.57,0.97,0.0
20231029:1510,453.78,47.18,63.38,1.72,8.63,21.86,0.28,0.0
20231029:1610,0.0,0.0,0.0,0.0,0.0,20.49,1.31,0.0
20231029:1710,0.0,0.0,0.0,0.0,0.0,18.5,1.86,0.0
20231029:1810,0.0,0.0,0.0,0.0,0.0,17.25,1.86,0.0
20231029:1910,0.0,0.0,0.0,0.0,0.0,16.12,2.34,0.0
20231029:2010,0.0,0.0,0.0,0.0,0.0,15.54,2.28,0.0
20231029:2110,0.0,0.0,0.0,0.0,0.0,15.19,2.14,0.0
20231029:2210,0.0,0.0,0.0,0.0,0.0,14.88,2.0,0.0
20231029:2310,0.0,0.0,0.0,0.0,0.0,15.0,2.14,0.0
20231030:0010,0.0,0.0,0.0,0.0,0.0,14.88,2.14,0.0
20231030:0110,0.0,0.0,0.0,0.0,0.0,15.0,2.41,0.0
20231030:0210,0.0,0.0,0.0,0.0,0.0,15.24,2.34,0.0
20231030:0310,0.0,0.0,0.0,0.0,0.0,15.45,2.28,0.0
20231030:0410,0.0,0.0,0.0,0.0,0.0,15.61,2.21,0.0
20231030:0510,0.0,0.0,0.0,0.0,0.0,15.72,2.14,0.0
20231030:0610,0.0,0.0,5.33,0.13,2.6,15.81,2.07,0.0
20231030:0710,59.76,0.0,23.08,0.58,11.99,15.14,1.59,0.0
20231030:0810,400.2,2.02,92.59,2.35,20.15,15.98,2.07,0.0
20231030:0910,186.36,0.0,51.48,1.3,26.51,16.73,2.48,0.0
20231030:1010,510.42,0.0,117.16,2.95,30.42,18.0,2.9,0.0
20231030:1110,242.64,0.0,63.91,1.61,31.37,19.8,3.52,0.0
20231030:1210,240.6,0.0,63.91,1.61,29.19,21.52,3.93,0.0
20231030:1310,342.3,0.0,85.21,2.15,24.23,22.44,3.93,0.0
20231030:1410,306.24,2.12,75.74,1.92,17.08,22.42,2.9,0.0
20231030:1510,153.9,5.7,39.99,1.03,8.37,21.63,3.31,0.0
20231030:1610,0.0,0.0,0.0,0.0,0.0,20.71,3.66,0.0
20231030:1710,0.0,0.0,0.0,0.0,0.0,20.18,3.66,0.0
20231030:1810,0.0,0.0,0.0,0.0,0.0,20.17,3.72,0.0
20231030:1910,0.0,0.0,0.0,0.0,0.0,18.52,3.45,0.0
20231030:2010,0.0,0.0,0.0,0.0,0.0,18.32,4.21,0.0
20231030:2110,0.0,0.0,0.0,0.0,0.0,17.97,4.21,0.0
20231030:2210,0.0,0.0,0.0,0.0,0.0,18.06,3.72,0.0
20231030:2310,0.0,0.0,0.0,0.0,0.0,18.15,3.31,0.0
20231031:0010,0.0,0.0,0.0,0.0,0.0,17.75,3.1,0.0
20231031:0110,0.0,0.0,0.0,0.0,0.0,16.97,2.9,0.0
20231031:0210,0.0,0.0,0.0,0.0,0.0,16.28,3.17,0.0
20231031:0310,0.0,0.0,0.0,0.0,0.0,16.14,3.38,0.0
20231031:0410,0.0,0.0,0.0,0.0,0.0,16.26,3.59,0.0
20231031:0510,0.0,0.0,0.0,0.0,0.0,16.43,3.72,0.0
20231031:0610,57.36,13.28,11.37,0.31,2.36,16.6,4.14,0.0
20231031:0710,1458.42,204.58,100.75,3.46,11.73,16.36,3.93,0.0
20231031:0810,73.68,0.0,26.63,0.67,19.86,17.33,3.66,0.0
20231031:0910,3338.88,493.82,192.78,8.96,26.2,17.49,6.62,0.0
20231031:1010,3479.82,476.73,237.5,9.9,30.1,17.74,7.66,0.0
20231031:1110,4449.9,785.2,151.79,11.87,31.04,18.59,8.0,0.0
20231031:1210,4153.26,727.09,148.94,10.97,28.88,19.35,7.24,0.0
20231031:1310,3489.48,594.1,138.9,8.9,23.93,19.88,5.93,0.0
20231031:1410,2407.74,382.63,120.83,5.77,16.8,19.91,4.41,0.0
20231031:1510,1012.74,152.44,72.22,2.26,8.12,19.16,2.97,0.0
20231031:1610,0.0,0.0,0.0,0.0,0.0,17.64,2.34,0.0
20231031:1710,0.0,0.0,0.0,0.0,0.0,16.11,1.86,0.0
20231031:1810,0.0,0.0,0.0,0.0,0.0,14.64,1.24,0.0
20231031:1910,0.0,0.0,0.0,0.0,0.0,13.5,2.21,0.0
20231031:2010,0.0,0.0,0.0,0.0,0.0,12.99,2.28,0.0
20231031:2110,0.0,0.0,0.0,0.0,0.0,12.67,2.41,0.0
20231031:2210,0.0,0.0,0.0,0.0,0.0,12.38,2.41,0.0
20231031:2310,0.0,0.0,0.0,0.0,0.0,12.01,2.28,0.0
20231101:0010,0.0,0.0,0.0,0.0,0.0,11.79,1.72,0.0
20231101:0110,0.0,0.0,0.0,0.0,0.0,14.01,0.69,0.0
20231101:0210,0.0,0.0,0.0,0.0,0.0,11.26,1.38,0.0
20231101:0310,0.0,0.0,0.0,0.0,0.0,10.1,1.59,0.0
20231101:0410,0.0,0.0,0.0,0.0,0.0,9.84,1.52,0.0
20231101:0510,0.0,0.0,0.0,0.0,0.0,9.6,1.52,0.0
20231101:0610,3.9,0.0,7.1,0.18,2.12,9.39,1.52,0.0
20231101:0710,568.32,42.72,82.88,2.24,11.47,10.11,1.1,0.0
20231101:0810,1710.9,181.41,169.0,5.27,19.58,12.99,1.17,0.0
20231101:0910,2352.12,265.27,222.73,7.4,25.9,14.87,1.38,0.0
20231101:1010,1017.66,24.02,191.81,5.01,29.78,16.31,1.52,0.0
20231101:1110,1834.56,132.14,250.42,7.2,30.72,17.17,1.38,0.0
20231101:1210,2650.08,317.01,244.3,8.43,28.56,17.58,1.52,0.0
20231101:1310,164.58,0.0,47.04,1.18,23.64,17.55,1.59,0.0
20231101:1410,638.7,30.5,111.82,2.97,16.53,17.11,1.1,0.0
20231101:1510,115.32,3.02,33.29,0.85,7.87,16.68,0.76,0.0
20231101:1610,0.0,0.0,0.0,0.0,0.0,16.13,1.31,0.0
20231101:1710,0.0,0.0,0.0,0.0,0.0,15.46,1.52,0.0
20231101:1810,0.0,0.0,0.0,0.0,0.0,14.85,1.52,0.0
20231101:1910,0.0,0.0,0.0,0.0,0.0,14.39,1.72,0.0
20231101:2010,0.0,0.0,0.0,0.0,0.0,13.25,1.52,0.0
20231101:2110,0.0,0.0,0.0,0.0,0.0,12.19,1.38,0.0
20231101:2210,0.0,0.0,0.0,0.0,0.0,12.85,0.83,0.0
20231101:2310,0.0,0.0,0.0,0.0,0.0,12.21,1.1,0.0
20231102:0010,0.0,0.0,0.0,0.0,0.0,11.78,1.1,0.0
20231102:0110,0.0,0.0,0.0,0.0,0.0,11.24,1.24,0.0
20231102:0210,0.0,0.0,0.0,0.0,0.0,11.0,1.52,0.0
20231102:0310,0.0,0.0,0.0,0.0,0.0,10.99,1.72,0.0
20231102:0410,0.0,0.0,0.0,0.0,0.0,10.87,1.86,0.0
20231102:0510,0.0,0.0,0.0,0.0,0.0,11.12,1.79,0.0
20231102:0610,0.0,0.0,0.89,0.02,1.88,11.69,2.07,0.0
20231102:0710,118.86,0.0,36.39,0.92,11.21,12.88,2.0,0.0
20231102:0810,456.06,4.17,100.97,2.57,19.31,14.9,1.93,0.0
20231102:0910,186.9,0.0,51.48,1.3,25.6,16.13,2.14,0.0
20231102:1010,232.92,0.0,61.24,1.54,29.46,17.02,2.55,0.0
20231102:1110,1047.72,25.88,194.8,5.1,30.4,16.92,3.72,0.0
20231102:1210,319.92,0.0,79.0,1.99,28.26,17.68,4.9,0.0
20231102:1310,1125.48,63.11,172.97,4.74,23.35,18.37,5.24,0.0
20231102:1410,1404.12,154.56,137.56,4.22,16.27,19.02,5.79,0.0
20231102:1510,21.96,0.0,13.31,0.34,7.62,19.43,6.0,0.0
20231102:1610,0.0,0.0,0.0,0.0,0.0,19.26,6.0,0.0
20231102:1710,0.0,0.0,0.0,0.0,0.0,19.01,5.79,0.0
20231102:1810,0.0,0.0,0.0,0.0,0.0,18.74,5.79,0.0
20231102:1910,0.0,0.0,0.0,0.0,0.0,18.01,3.38,0.0
20231102:2010,0.0,0.0,0.0,0.0,0.0,16.82,1.17,0.0
20231102:2110,0.0,0.0,0.0,0.0,0.0,16.35,2.0,0.0
20231102:2210,0.0,0.0,0.0,0.0,0.0,16.06,2.55,0.0
20231102:2310,0.0,0.0,0.0,0.0,0.0,15.64,1.86,0.0
20231103:0010,0.0,0.0,0.0,0.0,0.0,15.22,1.17,0.0
20231103:0110,0.0,0.0,0.0,0.0,0.0,14.32,1.66,0.0
20231103:0210,0.0,0.0,0.0,0.0,0.0,13.61,1.52,0.0
20231103:0310,0.0,0.0,0.0,0.0,0.0,13.32,2.07,0.0
20231103:0410,0.0,0.0,0.0,0.0,0.0,12.92,2.69,0.0
20231103:0510,0.0,0.0,0.0,0.0,0.0,13.16,3.59,0.0
20231103:0610,0.0,0.0,4.44,0.11,1.65,13.01,4.48,0.0
20231103:0710,560.94,44.44,80.81,2.17,10.96,13.47,4.83,0.0
20231103:0810,155.4,0.0,44.38,1.12,19.03,14.03,4.48,0.0
20231103:0910,276.9,0.0,69.23,1.74,25.3,13.78,4.41,0.0
20231103:1010,1451.4,73.16,221.5,6.06,29.15,14.07,4.76,0.0
20231103:1110,4088.94,661.2,185.72,10.8,30.08,14.21,5.93,0.0
20231103:1210,4196.94,740.7,134.12,10.66,27.95,16.49,6.9,0.0
20231103:1310,3485.82,585.27,133.35,8.49,23.07,17.16,6.48,0.0
20231103:1410,2520.72,409.53,108.62,5.61,16.01,17.11,5.24,0.0
20231103:1510,968.1,146.93,65.54,1.99,7.38,16.28,4.21,0.0
20231103:1610,0.0,0.0,0.0,0.0,0.0,14.76,3.93,0.0
20231103:1710,0.0,0.0,0.0,0.0,0.0,13.6,3.31,0.0
20231103:1810,0.0,0.0,0.0,0.0,0.0,12.79,3.03,0.0
20231103:1910,0.0,0.0,0.0,0.0,0.0,12.66,2.07,0.0
20231103:2010,0.0,0.0,0.0,0.0,0.0,11.34,1.79,0.0
20231103:2110,0.0,0.0,0.0,0.0,0.0,11.44,1.17,0.0
20231103:2210,0.0,0.0,0.0,0.0,0.0,11.73,0.21,0.0
20231103:2310,0.0,0.0,0.0,0.0,0.0,8.87,1.38,0.0
20231104:0010,0.0,0.0,0.0,0.0,0.0,7.86,1.52,0.0
20231104:0110,0.0,0.0,0.0,0.0,0.0,7.6,1.52,0.0
20231104:0210,0.0,0.0,0.0,0.0,0.0,7.31,1.45,0.0
20231104:0310,0.0,0.0,0.0,0.0,0.0,6.88,1.38,0.0
20231104:0410,0.0,0.0,0.0,0.0,0.0,6.67,1.38,0.0
20231104:0510,0.0,0.0,0.0,0.0,0.0,6.8,1.17,0.0
20231104:0610,0.0,0.0,2.66,0.07,1.41,6.79,0.97,0.0
20231104:0710,1495.44,216.07,91.25,3.17,10.7,8.15,0.41,0.0
20231104:0810,2703.54,433.13,130.46,6.46,18.76,10.52,0.28,0.0
20231104:0910,3518.52,613.11,146.43,9.14,25.01,12.43,0.76,0.0
20231104:1010,3847.5,682.33,164.4,10.53,28.84,14.0,1.1,0.0
20231104:1110,4141.68,791.79,137.22,11.4,29.77,15.15,1.31,0.0
20231104:1210,3231.12,481.15,213.86,9.19,27.65,15.93,1.31,0.0
20231104:1310,2965.44,468.23,165.03,7.78,22.79,16.54,1.31,0.0
20231104:1410,2102.1,315.28,126.34,5.05,15.75,16.98,1.38,0.0
20231104:1510,368.1,39.48,51.19,1.34,7.15,16.56,1.45,0.0
20231104:1610,0.0,0.0,0.0,0.0,0.0,15.51,1.93,0.0
20231104:1710,0.0,0.0,0.0,0.0,0.0,14.87,2.55,0.0
20231104:1810,0.0,0.0,0.0,0.0,0.0,14.05,3.03,0.0
20231104:1910,0.0,0.0,0.0,0.0,0.0,13.72,3.31,0.0
20231104:2010,0.0,0.0,0.0,0.0,0.0,13.43,3.86,0.0
20231104:2110,0.0,0.0,0.0,0.0,0.0,13.07,3.93,0.0
20231104:2210,0.0,0.0,0.0,0.0,0.0,12.99,4.14,0.0
20231104:2310,0.0,0.0,0.0,0.0,0.0,13.53,3.86,0.0
20231105:0010,0.0,0.0,0.0,0.0,0.0,14.26,2.62,0.0
20231105:0110,0.0,0.0,0.0,0.0,0.0,14.09,0.69,0.0
20231105:0210,0.0,0.0,0.0,0.0,0.0,13.45,2.21,0.0
20231105:0310,0.0,0.0,0.0,0.0,0.0,11.85,2.9,0.0
20231105:0410,0.0,0.0,0.0,0.0,0.0,10.49,3.52,0.0
20231105:0510,0.0,0.0,0.0,0.0,0.0,9.82,3.59,0.0
20231105:0610,0.0,0.0,0.0,0.0,0.0,9.49,3.52,0.0
20231105:0710,1465.02,209.68,89.8,3.06,10.45,9.3,2.34,0.0
20231105:0810,1354.02,118.72,154.84,4.47,18.48,10.57,2.69,0.0
20231105:0910,1503.0,104.73,199.56,5.63,24.71,12.28,2.76,0.0
20231105:1010,3814.44,626.58,180.65,10.13,28.54,14.22,3.24,0.0
20231105:1110,4244.82,782.5,138.99,11.24,29.46,15.91,3.38,0.0
20231105:1210,3843.42,681.22,149.87,10.1,27.36,17.29,3.03,0.0
20231105:1310,3363.0,590.3,127.85,8.31,22.52,18.25,3.03,0.0
20231105:1410,2215.56,347.15,117.09,5.1,15.5,18.52,2.83,0.0
20231105:1510,832.44,125.43,62.04,1.77,6.92,17.86,2.0,0.0
20231105:1610,0.0,0.0,0.0,0.0,0.0,16.17,2.0,0.0
20231105:1710,0.0,0.0,0.0,0.0,0.0,14.51,2.28,0.0
20231105:1810,0.0,0.0,0.0,0.0,0.0,13.24,2.41,0.0
20231105:1910,0.0,0.0,0.0,0.0,0.0,13.12,2.62,0.0
20231105:2010,0.0,0.0,0.0,0.0,0.0,12.38,2.34,0.0
20231105:2110,0.0,0.0,0.0,0.0,0.0,11.7,2.28,0.0
20231105:2210,0.0,0.0,0.0,0.0,0.0,11.24,2.34,0.0
20231105:2310,0.0,0.0,0.0,0.0,0.0,10.87,2.28,0.0
20231106:0010,0.0,0.0,0.0,0.0,0.0,10.32,2.0,0.0
20231106:0110,0.0,0.0,0.0,0.0,0.0,9.63,1.66,0.0
20231106:0210,0.0,0.0,0.0,0.0,0.0,9.53,1.31,0.0
20231106:0310,0.0,0.0,0.0,0.0,0.0,9.87,1.03,0.0
20231106:0410,0.0,0.0,0.0,0.0,0.0,10.66,0.76,0.0
20231106:0510,0.0,0.0,0.0,0.0,0.0,10.36,0.55,0.0
20231106:0610,0.0,0.0,0.0,0.0,0.0,10.17,0.41,0.0
20231106:0710,1433.82,208.56,89.24,3.0,10.2,10.17,0.48,0.0
20231106:0810,2620.74,417.11,132.18,6.21,18.21,12.82,0.55,0.0
20231106:0910,3415.2,595.99,149.83,8.87,24.43,15.99,0.97,0.0
20231106:1010,3894.36,721.53,151.34,10.59,28.24,17.82,1.45,0.0
20231106:1110,4021.98,765.39,146.43,11.09,29.16,18.98,1.59,0.0
20231106:1210,3621.3,630.31,168.82,9.79,27.07,19.64,2.07,0.0
20231106:1310,3261.06,571.29,134.93,8.16,22.25,20.07,2.48,0.0
20231106:1410,2143.14,333.22,120.74,4.98,15.26,19.84,2.21,0.0
20231106:1510,808.38,122.31,60.93,1.7,6.7,18.65,2.0,0.0
20231106:1610,0.0,0.0,0.0,0.0,0.0,16.79,2.34,0.0
20231106:1710,0.0,0.0,0.0,0.0,0.0,15.19,2.48,0.0
20231106:1810,0.0,0.0,0.0,0.0,0.0,14.13,2.62,0.0
20231106:1910,0.0,0.0,0.0,0.0,0.0,13.59,1.52,0.0
20231106:2010,0.0,0.0,0.0,0.0,0.0,14.61,0.83,0.0
20231106:2110,0.0,0.0,0.0,0.0,0.0,12.84,1.17,0.0
20231106:2210,0.0,0.0,0.0,0.0,0.0,11.46,1.45,0.0
20231106:2310,0.0,0.0,0.0,0.0,0.0,11.3,1.38,0.0
20231107:0010,0.0,0.0,0.0,0.0,0.0,12.15,1.03,0.0
20231107:0110,0.0,0.0,0.0,0.0,0.0,12.52,0.83,0.0
20231107:0210,0.0,0.0,0.0,0.0,0.0,10.44,1.1,0.0
20231107:0310,0.0,0.0,0.0,0.0,0.0,9.45,1.17,0.0
20231107:0410,0.0,0.0,0.0,0.0,0.0,8.87,1.17,0.0
20231107:0510,0.0,0.0,0.0,0.0,0.0,8.47,1.03,0.0
20231107:0610,0.0,0.0,0.0,0.0,0.0,8.21,0.97,0.0
20231107:0710,1476.06,215.9,88.63,2.97,9.95,9.15,0.76,0.0
20231107:0810,2661.42,424.24,131.1,6.19,17.94,12.07,0.69,0.0
20231107:0910,3366.6,579.09,153.72,8.69,24.14,14.6,0.62,0.0
20231107:1010,3774.3,692.19,160.56,10.35,27.94,16.29,0.48,0.0
20231107:1110,3892.26,734.55,157.33,10.84,28.86,17.57,0.55,0.0
20231107:1210,3542.64,619.6,171.69,9.66,26.78,18.09,0.83,0.0
20231107:1310,3184.02,555.98,139.1,8.0,21.98,18.38,1.17,0.0
20231107:1410,2119.62,325.93,122.23,4.89,15.02,18.57,1.66,0.0
20231107:1510,258.24,25.23,42.69,1.1,6.48,17.23,2.07,0.0
20231107:1610,0.0,0.0,0.0,0.0,0.0,14.61,2.9,0.0
20231107:1710,0.0,0.0,0.0,0.0,0.0,12.83,2.07,0.0
20231107:1810,0.0,0.0,0.0,0.0,0.0,11.8,1.24,0.0
20231107:1910,0.0,0.0,0.0,0.0,0.0,10.94,1.24,0.0
20231107:2010,0.0,0.0,0.0,0.0,0.0,9.89,1.59,0.0
20231107:2110,0.0,0.0,0.0,0.0,0.0,9.04,1.79,0.0
20231107:2210,0.0,0.0,0.0,0.0,0.0,8.55,1.93,0.0
20231107:2310,0.0,0.0,0.0,0.0,0.0,8.23,2.07,0.0
20231108:0010,0.0,0.0,0.0,0.0,0.0,8.13,2.14,0.0
20231108:0110,0.0,0.0,0.0,0.0,0.0,7.92,2.14,0.0
20231108:0210,0.0,0.0,0.0,0.0,0.0,7.69,2.07,0.0
20231108:0310,0.0,0.0,0.0,0.0,0.0,7.48,2.0,0.0
20231108:0410,0.0,0.0,0.0,0.0,0.0,7.11,2.0,0.0
20231108:0510,0.0,0.0,0.0,0.0,0.0,6.71,1.93,0.0
20231108:0610,0.0,0.0,0.0,0.0,0.0,6.53,1.66,0.0
20231108:0710,1425.48,203.22,87.59,2.84,9.7,7.4,1.45,0.0
20231108:0810,2667.54,415.85,132.69,6.08,17.68,10.82,1.31,0.0
20231108:0910,3381.72,557.79,161.56,8.54,23.86,12.82,1.31,0.0
20231108:1010,3826.98,672.1,167.3,10.17,27.64,14.35,1.31,0.0
20231108:1110,3821.52,656.84,184.39,10.37,28.57,15.44,1.45,0.0
20231108:1210,3577.26,596.84,180.63,9.5,26.5,16.07,1.66,0.0
20231108:1310,3215.58,548.66,140.88,7.89,21.73,16.03,1.52,0.0
20231108:1410,2111.58,320.77,122.51,4.81,14.79,15.97,1.03,0.0
20231108:1510,689.82,100.4,56.83,1.5,6.27,15.57,0.76,0.0
20231108:1610,0.0,0.0,0.0,0.0,0.0,14.13,0.83,0.0
20231108:1710,0.0,0.0,0.0,0.0,0.0,13.65,0.34,0.0
20231108:1810,0.0,0.0,0.0,0.0,0.0,12.8,0.28,0.0
20231108:1910,0.0,0.0,0.0,0.0,0.0,12.33,0.14,0.0
20231108:2010,0.0,0.0,0.0,0.0,0.0,11.57,0.41,0.0
20231108:2110,0.0,0.0,0.0,0.0,0.0,10.72,0.48,0.0
20231108:2210,0.0,0.0,0.0,0.0,0.0,9.96,0.41,0.0
20231108:2310,0.0,0.0,0.0,0.0,0.0,9.37,0.34,0.0
20231109:0010,0.0,0.0,0.0,0.0,0.0,8.95,0.34,0.0
20231109:0110,0.0,0.0,0.0,0.0,0.0,8.68,0.14,0.0
20231109:0210,0.0,0.0,0.0,0.0,0.0,8.45,0.28,0.0
20231109:0310,0.0,0.0,0.0,0.0,0.0,8.11,0.76,0.0
20231109:0410,0.0,0.0,0.0,0.0,0.0,7.69,0.69,0.0
20231109:0510,0.0,0.0,0.0,0.0,0.0,7.17,0.69,0.0
20231109:0610,0.0,0.0,0.0,0.0,0.0,6.03,0.97,0.0
20231109:0710,990.0,121.69,83.91,2.37,9.46,6.78,0.76,0.0
20231109:0810,1319.52,119.9,147.49,4.22,17.41,8.84,0.76,0.0
20231109:0910,1144.08,59.34,176.1,4.76,23.58,11.16,0.97,0.0
20231109:1010,3644.7,608.47,184.18,9.72,27.35,13.0,0.9,0.0
20231109:1110,3447.48,529.28,217.27,9.59,28.28,14.41,1.03,0.0
20231109:1210,1842.0,156.81,223.81,6.53,26.23,15.21,1.24,0.0
20231109:1310,1331.22,101.07,175.22,4.92,21.47,15.63,1.79,0.0
20231109:1410,174.6,0.0,48.82,1.23,14.56,15.72,1.86,0.0
20231109:1510,173.76,15.35,34.04,0.87,6.06,15.17,1.86,0.0
20231109:1610,0.0,0.0,0.0,0.0,0.0,13.84,2.41,0.0
20231109:1710,0.0,0.0,0.0,0.0,0.0,13.33,2.41,0.0
20231109:1810,0.0,0.0,0.0,0.0,0.0,12.94,2.41,0.0
20231109:1910,0.0,0.0,0.0,0.0,0.0,12.02,2.97,0.0
20231109:2010,0.0,0.0,0.0,0.0,0.0,11.46,3.03,0.0
20231109:2110,0.0,0.0,0.0,0.0,0.0,11.19,2.83,0.0
20231109:2210,0.0,0.0,0.0,0.0,0.0,11.09,2.41,0.0
20231109:2310,0.0,0.0,0.0,0.0,0.0,10.96,2.28,0.0
20231110:0010,0.0,0.0,0.0,0.0,0.0,10.77,2.28,0.0
20231110:0110,0.0,0.0,0.0,0.0,0.0,10.59,1.72,0.0
20231110:0210,0.0,0.0,0.0,0.0,0.0,10.36,1.45,0.0
20231110:0310,0.0,0.0,0.0,0.0,0.0,10.31,1.59,0.0
20231110:0410,0.0,0.0,0.0,0.0,0.0,10.21,1.93,0.0
20231110:0510,0.0,0.0,0.0,0.0,0.0,10.23,1.66,0.0
20231110:0610,0.0,0.0,0.0,0.0,0.0,10.25,1.45,0.0
20231110:0710,149.4,3.04,39.51,1.01,9.21,9.78,1.66,0.0
20231110:0810,1239.24,109.89,142.53,4.05,17.15,10.23,1.52,0.0
20231110:0910,819.18,22.7,149.99,3.91,23.3,11.12,1.66,0.0
20231110:1010,703.92,5.93,145.65,3.71,27.07,11.75,1.1,0.0
20231110:1110,264.18,0.0,66.57,1.68,28.0,12.37,0.34,0.0
20231110:1210,219.48,0.0,57.69,1.45,25.96,13.17,0.41,0.0
20231110:1310,467.64,2.13,105.07,2.66,21.23,13.93,0.97,0.0
20231110:1410,98.22,0.0,31.95,0.8,14.33,13.9,1.1,0.0
20231110:1510,232.32,23.78,37.91,0.96,5.86,13.46,1.03,0.0
20231110:1610,0.0,0.0,0.0,0.0,0.0,12.97,1.03,0.0
20231110:1710,0.0,0.0,0.0,0.0,0.0,11.98,1.59,0.0
20231110:1810,0.0,0.0,0.0,0.0,0.0,11.24,1.79,0.0
20231110:1910,0.0,0.0,0.0,0.0,0.0,10.54,2.34,0.0
